text,disease
"My main problems are sore throat, sneezing and runny nose.",Common Cold
"I am suffering from headache, chest discomfort and blurred vision.",Hypertension
I am dealing with headache and loss of appetite.,Typhoid
"For the last few days, I noticed blurred vision and headache.",Hypertension
"I am dealing with vomiting, sensitivity to light and severe headache.",Migraine
I have symptoms like fatigue and weight loss.,Diabetes
"For the last few days, I noticed chills and nausea.",Malaria
"I feel dizziness, chest discomfort and headache.",Hypertension
I have symptoms like blurred vision and fatigue.,Diabetes
"I feel sweating, chills and nausea.",Malaria
I am suffering from nausea and vomiting.,Migraine
"I have been experiencing indigestion, stomach pain, bloating and loss of appetite for the past few days.",Gastritis
"My main problems are stiffness, reduced movement and swelling.",Arthritis
"I have symptoms like loss of appetite, weakness and stomach pain.",Typhoid
"For the last few days, I noticed shortness of breath and headache.",COVID-19
"My main problems are dizziness, fatigue, pale skin and shortness of breath.",Anemia
I have symptoms like severe headache and sensitivity to light.,Migraine
"My main problems are joint pain, stiffness, swelling and reduced movement.",Arthritis
"I am dealing with nausea, loss of appetite, stomach pain and indigestion.",Gastritis
"For the last few days, I noticed diarrhea, fever and vomiting.",Food Poisoning
"I am dealing with nausea, severe headache and sensitivity to light.",Migraine
"I am suffering from headache, loss of smell, dry cough and shortness of breath.",COVID-19
"For the last few days, I noticed itchy eyes, sneezing and skin rash.",Allergy
"For the last few days, I noticed stomach pain, headache and prolonged fever.",Typhoid
"For the last few days, I noticed joint pain, stiffness, swelling and reduced movement.",Arthritis
"I have been experiencing dizziness, pale skin and shortness of breath for the past few days.",Anemia
"I am suffering from headache, loss of smell and dry cough.",COVID-19
"Lately I am having blurred vision, dizziness and chest discomfort.",Hypertension
"I have been experiencing headache, fever, nausea and sweating for the past few days.",Malaria
"Lately I am having skin rash, runny nose and sneezing.",Allergy
"For the last few days, I noticed shortness of breath, dizziness and fatigue.",Anemia
My main problems are pale skin and fatigue.,Anemia
"I am suffering from headache, chills and fever.",Malaria
"I am dealing with stiffness, joint pain and swelling.",Arthritis
"I am dealing with mild cough, sneezing, sore throat and runny nose.",Common Cold
"I have been experiencing weakness, stomach pain and headache for the past few days.",Typhoid
"For the last few days, I noticed reduced movement, joint pain and stiffness.",Arthritis
"I feel loss of smell, headache and fever.",COVID-19
"I am suffering from fever, fatigue, sore throat and chills.",Flu
"I feel nausea, vomiting and sensitivity to light.",Migraine
"For the last few days, I noticed fatigue, frequent urination, increased thirst and blurred vision.",Diabetes
I am dealing with runny nose and sneezing.,Allergy
"Lately I am having chest tightness, shortness of breath, wheezing and cough.",Asthma
"I have symptoms like cough, chest tightness and shortness of breath.",Asthma
I have been experiencing fever and vomiting for the past few days.,Food Poisoning
I am suffering from nausea and sweating.,Malaria
"Lately I am having headache, weakness, prolonged fever and loss of appetite.",Typhoid
"I feel increased thirst, weight loss, blurred vision and fatigue.",Diabetes
I have symptoms like dizziness and headache.,Hypertension
"For the last few days, I noticed swelling, reduced movement, stiffness and joint pain.",Arthritis
"For the last few days, I noticed headache, sweating and chills.",Malaria
"I have symptoms like fatigue, headache and body pain.",Flu
"I am dealing with headache, chest discomfort and dizziness.",Hypertension
"I am suffering from skin rash, sneezing and itchy eyes.",Allergy
"I feel headache, shortness of breath, dry cough and fatigue.",COVID-19
"I am dealing with indigestion, stomach pain, loss of appetite and bloating.",Gastritis
"I have symptoms like body pain, sore throat, headache and cough.",Flu
"I am suffering from blurred vision, headache, chest discomfort and dizziness.",Hypertension
"For the last few days, I noticed diarrhea, stomach cramps, nausea and vomiting.",Food Poisoning
"I am dealing with dizziness, headache and blurred vision.",Hypertension
"I have been experiencing dizziness, blurred vision, headache and chest discomfort for the past few days.",Hypertension
"My main problems are increased thirst, frequent urination and weight loss.",Diabetes
"My main problems are runny nose, sore throat, mild cough and sneezing.",Common Cold
"I have been experiencing runny nose, sneezing and congestion for the past few days.",Common Cold
"For the last few days, I noticed sore throat and congestion.",Common Cold
"I have symptoms like fever, headache and chills.",Malaria
"For the last few days, I noticed dizziness, fatigue, pale skin and shortness of breath.",Anemia
"For the last few days, I noticed sneezing, mild cough, sore throat and congestion.",Common Cold
"Lately I am having loss of appetite, weakness and prolonged fever.",Typhoid
"For the last few days, I noticed wheezing, shortness of breath and cough.",Asthma
"Lately I am having headache, dizziness and chest discomfort.",Hypertension
"My main problems are shortness of breath, cough and chest tightness.",Asthma
I feel joint pain and stiffness.,Arthritis
"I feel itchy eyes, runny nose and skin rash.",Allergy
"My main problems are swelling, stiffness, joint pain and reduced movement.",Arthritis
"I feel joint pain, stiffness, swelling and reduced movement.",Arthritis
Lately I am having runny nose and skin rash.,Allergy
"I am suffering from sweating, fever and nausea.",Malaria
I am dealing with headache and shortness of breath.,COVID-19
"I feel indigestion, stomach pain and bloating.",Gastritis
"I have been experiencing cough, chest tightness and shortness of breath for the past few days.",Asthma
I have symptoms like loss of smell and dry cough.,COVID-19
"Lately I am having weakness, prolonged fever and loss of appetite.",Typhoid
My main problems are fever and fatigue.,Flu
My main problems are itchy eyes and runny nose.,Allergy
"For the last few days, I noticed shortness of breath and pale skin.",Anemia
"My main problems are headache, blurred vision and chest discomfort.",Hypertension
"Lately I am having mild cough, runny nose, congestion and sneezing.",Common Cold
I feel stiffness and reduced movement.,Arthritis
My main problems are chest discomfort and headache.,Hypertension
"I have been experiencing sore throat, runny nose and congestion for the past few days.",Common Cold
Lately I am having joint pain and high fever.,Dengue
"I have been experiencing fatigue, cough and chills for the past few days.",Flu
"For the last few days, I noticed joint pain, swelling, reduced movement and stiffness.",Arthritis
"I am dealing with body pain, headache, fever and chills.",Flu
"For the last few days, I noticed dry cough and shortness of breath.",COVID-19
"I have symptoms like loss of appetite, stomach pain and indigestion.",Gastritis
Lately I am having shortness of breath and wheezing.,Asthma
Lately I am having headache and high fever.,Dengue
I am suffering from chills and nausea.,Malaria
"I am dealing with swelling, stiffness, reduced movement and joint pain.",Arthritis
"I am dealing with indigestion, stomach pain, loss of appetite and bloating.",Gastritis
I am suffering from nausea and stomach pain.,Gastritis
"My main problems are increased thirst, frequent urination, weight loss and blurred vision.",Diabetes
I have symptoms like blurred vision and headache.,Hypertension
"I have been experiencing skin rash, runny nose and itchy eyes for the past few days.",Allergy
"I have been experiencing sneezing, sore throat, runny nose and congestion for the past few days.",Common Cold
"I am suffering from weakness, prolonged fever and loss of appetite.",Typhoid
"I feel reduced movement, joint pain, swelling and stiffness.",Arthritis
Lately I am having sore throat and congestion.,Common Cold
"I have been experiencing chest discomfort, blurred vision, dizziness and headache for the past few days.",Hypertension
"My main problems are nausea, severe headache, vomiting and sensitivity to light.",Migraine
I am dealing with chest discomfort and dizziness.,Hypertension
I am dealing with nausea and indigestion.,Gastritis
"For the last few days, I noticed chest discomfort, dizziness and blurred vision.",Hypertension
I am dealing with sore throat and mild cough.,Common Cold
Lately I am having nausea and diarrhea.,Food Poisoning
"I am suffering from chills, fever and sweating.",Malaria
"My main problems are vomiting, stomach cramps, diarrhea and nausea.",Food Poisoning
"I have been experiencing chest tightness, wheezing, cough and shortness of breath for the past few days.",Asthma
"I feel skin rash, sneezing, runny nose and itchy eyes.",Allergy
"I have been experiencing nausea, bloating, loss of appetite and indigestion for the past few days.",Gastritis
I am suffering from nausea and stomach pain.,Gastritis
"I am suffering from high fever, joint pain and headache.",Dengue
"I have been experiencing frequent urination, weight loss, blurred vision and increased thirst for the past few days.",Diabetes
My main problems are vomiting and fever.,Food Poisoning
I feel sore throat and sneezing.,Common Cold
I have been experiencing nausea and vomiting for the past few days.,Food Poisoning
I have symptoms like sneezing and itchy eyes.,Allergy
